"File_ID";"ID";"Site_ID";"MF";"TypeMF";"Aridity";"Sand";"Lattitude";"Longitude";"Cover";"Nbpixels";"Regular";"Regular_berdugo";"Facilitation";"SR";"Long_cos";"Long_sin";"Lat";"Elevation";"Slope";"Soil_A";"Grp_Kefi";"MAT_Holocene";"MAT_LGM";"MAT_range_diurn_Holocene";"MAT_range_diurn_LGM";"Isothermality_Holocene";"Isothermality_LGM";"MAT_Seasonality_Holocene";"MAT_Seasonality_LGM";"MaxMAT_Holocene";"MaxMAT_LGM";"MinMAT_Holocene";"MinMAT_LGM";"MAT_range_Holocene";"MAT_range_LGM";"MATwet_Holocene";"MATwet_LGM";"MATdry_Holocene";"MATdry_LGM";"MATwarm_Holocene";"MATwarm_LGM";"MATcol_Holocene";"MATcol_LGM";"MAP_Holocene";"MAP_LGM";"MAPwet_Holocene";"MAPwet_LGM";"MAPdry_Holocene";"MAPdry_LGM";"MAP_Seasonality_Holocene";"MAP_Seasonality_LGM";"MAPwetQ_Holocene";"MAPwetQ_LGM";"MAPdryQ_Holocene";"MAPdryQ_LGM";"MAPwarmQ_Holocene";"MAPwarmQ_LGM";"MAPcoldQ_Holocene";"MAPcoldQ_LGM";"Site_ID.1";"MAT_Current";"MAT_range_diurn_Current";"Isothermality_Current";"MAT_Seasonality_Current";"MaxMAT_Current";"MinMAT_Current";"MAT_range_Current";"MATwet_Current";"MATdry_Current";"MATwarm_Current";"MATcol_Current";"MAP_Current";"MAPwet_Current";"MAPdry_Current";"MAP_Seasonality_Current";"MAPwetQ_Current";"MAPdryQ_Current";"MAPwarmQ_Current";"MAPcoldQ_Current";"Biome_LGM";"Biome_Current";"CWM_Height";"Woody";"Type_veg";"rho_p";"nb_neigh";"clustering";"skewness";"variance";"moran_I";"Spectral_ratio";"PLR";"PL_expo";"cv_psd";"fmax_psd";"cutoff";"slope_tpl";"flow_length";"perim_area_scaling";"mean_perim_area";"mean_psd";"median_psd";"Small_patches";"Small_patches_fraction";"sd_psd";"KS_dist";"core_area";"core_area_land";"division";"fractal_dim";"contig";"Shape_metric";"Cond_H";"Shannon_H";"Joint_H";"mutual_inf";"relat_mutual_inf"
"1";"10-a";4;10;-0.22244871;0;0.7822;2.859250805;-38.700489;-66.183086;0.130295222290156;45796;0;0;NA;28;-0.978105839760646;0.208108063818105;-38.700489;243;0.5;-0.127617755;"low cover - low MF";0.519061994697394;2.72391204058397;-0.231519650399225;-0.226045962952469;-1.65592786465167;-0.900026560160988;46.2864224225211;40.7901036132114;1.34536148251087;2.97111490473309;0.427467944189574;2.59682776424859;0.918627160532104;0.374286894586504;0.614153107227445;0.174376552983166;-0.352110175828384;0.429904756062815;1.11565250858431;2.96194042113756;0.329461557504948;2.48861062056628;42.9966648744676;73.9627492251733;6.17682850934042;5.38795473156264;0.444444444444445;2.56275466666666;4.43469441818918;-3.81606829174149;17.7124604804978;18.117207956736;3.48204437954842;12.794463935104;13.9641297200925;16.1410932251733;2.73590926122663;12.3356212684373;10;15.3657475050874;16.222268701551;49.6737361281377;620.189460064343;33.1334621047331;0.476197370738199;32.6572644880969;19.3506461529832;7.70264315606282;23.0371092189744;7.70264315606282;318.990623935104;41.721288064896;14;31.4486650415918;105.376528;52.966975935104;87.031767935104;52.966975935104;"Temperatedesert";"Temperate Grasslands, Savannas & Shrublands";253.8615287;0.271565495;2;0.130295222290156;3.12820512820513;3.17841186112523;2.15781374022417;0.0636181224082974;0.496479632778926;5.31962527232069;0.400325228843987;0.716463849098675;2.07799955626031;-4.62270444727934;0.016417341586479;0.716463849098675;5.54545528006939;1.22996796752855;381.844103837557;0.000554447754426197;0.000218359682068303;22;0.0897959183673469;0.0011527530246056;NA;19.5106523027815;6.11625469473317;0.999616809655226;0.944530024361085;0.507691639745729;1.24672513019119;0.274790220388674;0.557308211331107;0.832098431719782;0.282517990942433;0.506933121024093
"2";"10-b";410;10;-0.22244871;0;0.7822;2.859250805;-38.700489;-66.183086;0.370752904183771;45796;0;0;NA;28;-0.978105839760646;0.208108063818105;-38.700489;243;0.5;-0.127617755;"low cover - low MF";0.519061994697394;2.72391204058397;-0.231519650399225;-0.226045962952469;-1.65592786465167;-0.900026560160988;46.2864224225211;40.7901036132114;1.34536148251087;2.97111490473309;0.427467944189574;2.59682776424859;0.918627160532104;0.374286894586504;0.614153107227445;0.174376552983166;-0.352110175828384;0.429904756062815;1.11565250858431;2.96194042113756;0.329461557504948;2.48861062056628;42.9966648744676;73.9627492251733;6.17682850934042;5.38795473156264;0.444444444444445;2.56275466666666;4.43469441818918;-3.81606829174149;17.7124604804978;18.117207956736;3.48204437954842;12.794463935104;13.9641297200925;16.1410932251733;2.73590926122663;12.3356212684373;10;15.3657475050874;16.222268701551;49.6737361281377;620.189460064343;33.1334621047331;0.476197370738199;32.6572644880969;19.3506461529832;7.70264315606282;23.0371092189744;7.70264315606282;318.990623935104;41.721288064896;14;31.4486650415918;105.376528;52.966975935104;87.031767935104;52.966975935104;"Temperatedesert";"Temperate Grasslands, Savannas & Shrublands";253.8615287;0.271565495;2;0.370752904183771;3.44048530537723;2.2278320033071;0.528696284401554;0.142893108226356;0.567310306099155;5.62669108480876;0.556079525674639;NA;4.0462598678648;-2.53772272522389;NA;NA;1.84603610647588;1.29020639523046;380.003749866871;0.00175712276864347;0.000305703554895624;42;0.17004048582996;0.00716895164137357;NA;25.2546480374972;23.360118787667;0.988555829426884;0.91090512854795;0.518662621221764;1.36824309735586;0.47027102758444;0.95131272782843;1.42158375541287;0.48104170024399;0.505660952673332
"3";"10-c";411;10;-0.22244871;0;0.7822;2.859250805;-38.700489;-66.183086;0.365359420036684;45796;0;0;NA;28;-0.978105839760646;0.208108063818105;-38.700489;243;0.5;-0.127617755;"low cover - low MF";0.519061994697394;2.72391204058397;-0.231519650399225;-0.226045962952469;-1.65592786465167;-0.900026560160988;46.2864224225211;40.7901036132114;1.34536148251087;2.97111490473309;0.427467944189574;2.59682776424859;0.918627160532104;0.374286894586504;0.614153107227445;0.174376552983166;-0.352110175828384;0.429904756062815;1.11565250858431;2.96194042113756;0.329461557504948;2.48861062056628;42.9966648744676;73.9627492251733;6.17682850934042;5.38795473156264;0.444444444444445;2.56275466666666;4.43469441818918;-3.81606829174149;17.7124604804978;18.117207956736;3.48204437954842;12.794463935104;13.9641297200925;16.1410932251733;2.73590926122663;12.3356212684373;10;15.3657475050874;16.222268701551;49.6737361281377;620.189460064343;33.1334621047331;0.476197370738199;32.6572644880969;19.3506461529832;7.70264315606282;23.0371092189744;7.70264315606282;318.990623935104;41.721288064896;14;31.4486650415918;105.376528;52.966975935104;87.031767935104;52.966975935104;"Temperatedesert";"Temperate Grasslands, Savannas & Shrublands";253.8615287;0.271565495;2;0.365359420036684;3.34688022950036;2.21490233463681;0.581284374978187;0.130649146818922;0.476561528816583;5.15430066159176;0.548224110754227;NA;3.04641723443456;-3.06059110685306;NA;NA;1.49232587007883;1.28482266079228;381.410519521769;0.00130021145920528;0.000327539523102454;53;0.158208955223881;0.00372627493248075;NA;24.1430025690855;21.1830727574461;0.995637120531058;0.909160399928952;0.51790656128151;1.39277296344678;0.515946081403363;0.946953649589031;1.46289973099239;0.431007568185669;0.455151705020327
"4";"100-a";28;100;0.295650288;1;0.7254;2.561439499;22.246529;-99.655561;0.36945954963973;110889;0;1;NA;33;0.640686783646809;0.767802347782492;22.246529;1232;4.2;0.230429779;"high cover - high MF";0.958666164716458;5.64418282599361;0.608990977431317;-0.0256035828495698;0.366495888354414;2.01304272999008;-14.9563095332177;-26.5671406501339;1.91210653537582;5.81252270643571;0.840788852370761;6.5666427971473;1.08196479485819;-0.754120061693641;-0.201277233628389;5.30597069497962;2.35454401514958;6.43772704002851;0.829294561555933;5.40917842689423;1.26803462570195;6.35444400480809;-11.2476926288958;83.4566114864997;-16.9745572786778;-1.68208985595875;-1.56914798671616;0.434262828352133;-2.41063095359458;-1.94936339803904;-21.3350466769095;33.6273774620111;-0.565419838314337;4.94821495018673;-54.6833257348861;73.6476724076346;1.91526076781524;4.63822711187202;100;21.3828691411658;15.0380683848134;59.8574000633234;320.225824812091;33.7832220559376;8.66041672848808;25.1228053564674;23.5332779919908;18.3443765875378;24.7549867258979;17.0044138189841;542.199765820668;117.651556485055;6.23346399999997;87.0242306218866;288.58536739539;30.603108485056;215.814254425278;33.2532684850557;"Tropicalthornscrubandscrubwoodland";"Deserts & Xeric Shrublands";17.07;0.385263158;2;0.36945954963973;3.65818057555713;2.29267993113071;0.532626061333198;0.173185960008278;0.673589671601554;6.38593524901046;0.619705845160139;0.790322723847768;2.69202992947502;-2.85410847062598;0.00139842005405325;0.790322723847768;2.01078308889336;1.28260783936146;348.337675755437;0.00223914878569533;0.000342685027369712;4;0.0236686390532544;0.00594718219233421;NA;44.0753027273452;28.0496712929145;0.993372213029335;0.89229816971783;0.70564328357492;1.44163664934608;0.331217016011721;0.950122055877545;1.28133907188927;0.618905039865824;0.651395298148505
"5";"100-b";281;100;0.295650288;1;0.7254;2.561439499;22.246529;-99.655561;0.35349764178593;110889;0;1;NA;33;0.640686783646809;0.767802347782492;22.246529;1232;4.2;0.230429779;"high cover - high MF";0.958666164716458;5.64418282599361;0.608990977431317;-0.0256035828495698;0.366495888354414;2.01304272999008;-14.9563095332177;-26.5671406501339;1.91210653537582;5.81252270643571;0.840788852370761;6.5666427971473;1.08196479485819;-0.754120061693641;-0.201277233628389;5.30597069497962;2.35454401514958;6.43772704002851;0.829294561555933;5.40917842689423;1.26803462570195;6.35444400480809;-11.2476926288958;83.4566114864997;-16.9745572786778;-1.68208985595875;-1.56914798671616;0.434262828352133;-2.41063095359458;-1.94936339803904;-21.3350466769095;33.6273774620111;-0.565419838314337;4.94821495018673;-54.6833257348861;73.6476724076346;1.91526076781524;4.63822711187202;100;21.3828691411658;15.0380683848134;59.8574000633234;320.225824812091;33.7832220559376;8.66041672848808;25.1228053564674;23.5332779919908;18.3443765875378;24.7549867258979;17.0044138189841;542.199765820668;117.651556485055;6.23346399999997;87.0242306218866;288.58536739539;30.603108485056;215.814254425278;33.2532684850557;"Tropicalthornscrubandscrubwoodland";"Deserts & Xeric Shrublands";17.07;0.385263158;2;0.35349764178593;3.63274573330952;2.32986722742274;0.599506533330862;0.166808780396764;0.646035597396578;6.262709626409;0.0728866774374723;NA;1.67334043600477;-3.84016950286215;NA;NA;1.83292383093411;1.26683290755626;327.825982009545;0.00214240995021776;0.000595189784378974;8;0.0470588235294118;0.00352391425469252;NA;49.2841255214503;26.2740217695173;0.997206115780254;0.878626683156009;0.725118777458678;1.4957359967638;0.337995159003915;0.937207870937171;1.27520302994109;0.599212711933255;0.63935945323855
"6";"100-c";282;100;0.295650288;1;0.7254;2.561439499;22.246529;-99.655561;0.429249068888709;110889;0;1;NA;33;0.640686783646809;0.767802347782492;22.246529;1232;4.2;0.230429779;"high cover - high MF";0.958666164716458;5.64418282599361;0.608990977431317;-0.0256035828495698;0.366495888354414;2.01304272999008;-14.9563095332177;-26.5671406501339;1.91210653537582;5.81252270643571;0.840788852370761;6.5666427971473;1.08196479485819;-0.754120061693641;-0.201277233628389;5.30597069497962;2.35454401514958;6.43772704002851;0.829294561555933;5.40917842689423;1.26803462570195;6.35444400480809;-11.2476926288958;83.4566114864997;-16.9745572786778;-1.68208985595875;-1.56914798671616;0.434262828352133;-2.41063095359458;-1.94936339803904;-21.3350466769095;33.6273774620111;-0.565419838314337;4.94821495018673;-54.6833257348861;73.6476724076346;1.91526076781524;4.63822711187202;100;21.3828691411658;15.0380683848134;59.8574000633234;320.225824812091;33.7832220559376;8.66041672848808;25.1228053564674;23.5332779919908;18.3443765875378;24.7549867258979;17.0044138189841;542.199765820668;117.651556485055;6.23346399999997;87.0242306218866;288.58536739539;30.603108485056;215.814254425278;33.2532684850557;"Tropicalthornscrubandscrubwoodland";"Deserts & Xeric Shrublands";17.07;0.385263158;2;0.429249068888709;3.58385680371436;2.12215748835914;0.279856280908972;0.166568000815286;0.582008917256183;5.58398487689793;0.382811628707847;1.33193041362705;2.98455754787496;-2.99167339177738;1.49011611938477e-08;1.33193041362705;1.0107076354737;1.31802832416912;517.604792049661;0.00248120849068618;0.000315630946261577;104;0.366197183098592;0.00602198863142137;NA;38.0202606432355;30.7992677362047;0.992697475868416;0.850347235797932;0.587765991691766;1.68061837463745;0.428430360466332;0.985382982433854;1.41381334290019;0.556952621967522;0.56521437034753
"7";"101-a";29;101;0.161096476;1;0.7894;2.694664261;23.601688;-100.943528;0.202119309262166;33124;0;0;NA;15;0.916096141827766;-0.400958674838545;23.601688;1975;2.5;0.154679533;"low cover - low MF";0.0929480943285519;4.2386231749529;0.460542975217304;0.882669572462458;2.22114767955868;0.943078735572954;-24.2162689573263;22.642650493912;-0.124960813193322;4.71764282794584;-0.0861785706504086;3.48648809601626;0.00426401379329278;1.23115413023059;-1.07133258008124;4.3767591337847;0.859406714410266;1.9046599801596;-0.543406697807399;4.29693319383632;0.520017822728958;4.23145861170957;-23.1433289844048;-26.7442555702606;-4.15428860973495;-7.85099733333342;1.18196758493866;1.18579258402133;5.97158232417186;3.0839779642075;-4.81520788980592;-7.80734816529034;-9.43035421855296;-9.95887941597866;-10.717688940316;-3.90092348211101;-7.88611935721257;-10.4863454986243;101;16.586435208011;18.0256647140603;66.8750254022396;313.611196221741;29.6522465612792;2.69853929601627;26.9537066635639;19.0686927084407;13.4908935217575;19.8572294935611;12.3252174282386;342.067584000001;55.2041600000001;7.855328;61.3463892148955;148.331742247936;31.855328;139.374017752064;37.7958399999999;"Tropicalthornscrubandscrubwoodland";"Deserts & Xeric Shrublands";253.8615287;0.395543175;2;0.202119309262166;2.9765496639283;2.68966191484506;1.39026171110616;0.0759617193980872;0.321763570325306;4.57487200762854;0.457213528275072;0.719492637905799;1.93410504228919;-4.55294145195116;0.0186320335007517;0.719492637905799;3.29143434933576;1.30735594200379;338.693800627752;0.000706710871546037;0.000301895906291511;38;0.122977346278317;0.00132390138564582;NA;17.7548383210157;7.7738195870064;0.999357636346304;0.930172480566137;0.491959165353364;1.31048078459995;0.437616213562811;0.725923101999995;1.16353931556281;0.288306888437185;0.39715899334636
"8";"101-b";291;101;0.161096476;1;0.7894;2.694664261;23.601688;-100.943528;0.267026929114841;33124;0;0;NA;15;0.916096141827766;-0.400958674838545;23.601688;1975;2.5;0.154679533;"low cover - low MF";0.0929480943285519;4.2386231749529;0.460542975217304;0.882669572462458;2.22114767955868;0.943078735572954;-24.2162689573263;22.642650493912;-0.124960813193322;4.71764282794584;-0.0861785706504086;3.48648809601626;0.00426401379329278;1.23115413023059;-1.07133258008124;4.3767591337847;0.859406714410266;1.9046599801596;-0.543406697807399;4.29693319383632;0.520017822728958;4.23145861170957;-23.1433289844048;-26.7442555702606;-4.15428860973495;-7.85099733333342;1.18196758493866;1.18579258402133;5.97158232417186;3.0839779642075;-4.81520788980592;-7.80734816529034;-9.43035421855296;-9.95887941597866;-10.717688940316;-3.90092348211101;-7.88611935721257;-10.4863454986243;101;16.586435208011;18.0256647140603;66.8750254022396;313.611196221741;29.6522465612792;2.69853929601627;26.9537066635639;19.0686927084407;13.4908935217575;19.8572294935611;12.3252174282386;342.067584000001;55.2041600000001;7.855328;61.3463892148955;148.331742247936;31.855328;139.374017752064;37.7958399999999;"Tropicalthornscrubandscrubwoodland";"Deserts & Xeric Shrublands";253.8615287;0.395543175;2;0.267026929114841;3.09847371396269;2.45131540747197;0.984796236994378;0.0932847916056702;0.376591392209496;4.68217034616237;0.484025093547127;NA;2.54830323609789;-3.63150638178141;NA;NA;2.32492029106546;1.31384301825396;335.035705738306;0.000950273769091962;0.000301895906291511;37;0.116352201257862;0.0026852873566083;NA;19.058557121912;11.9611158072697;0.997727236221104;0.923861763274088;0.495787872378351;1.33444493968435;0.500100374571545;0.836904962574406;1.33700533714595;0.336804588002861;0.402440662995731
"9";"101-c";292;101;0.161096476;1;0.7894;2.694664261;23.601688;-100.943528;0.140683492331844;33124;0;0;NA;15;0.916096141827766;-0.400958674838545;23.601688;1975;2.5;0.154679533;"low cover - low MF";0.0929480943285519;4.2386231749529;0.460542975217304;0.882669572462458;2.22114767955868;0.943078735572954;-24.2162689573263;22.642650493912;-0.124960813193322;4.71764282794584;-0.0861785706504086;3.48648809601626;0.00426401379329278;1.23115413023059;-1.07133258008124;4.3767591337847;0.859406714410266;1.9046599801596;-0.543406697807399;4.29693319383632;0.520017822728958;4.23145861170957;-23.1433289844048;-26.7442555702606;-4.15428860973495;-7.85099733333342;1.18196758493866;1.18579258402133;5.97158232417186;3.0839779642075;-4.81520788980592;-7.80734816529034;-9.43035421855296;-9.95887941597866;-10.717688940316;-3.90092348211101;-7.88611935721257;-10.4863454986243;101;16.586435208011;18.0256647140603;66.8750254022396;313.611196221741;29.6522465612792;2.69853929601627;26.9537066635639;19.0686927084407;13.4908935217575;19.8572294935611;12.3252174282386;342.067584000001;55.2041600000001;7.855328;61.3463892148955;148.331742247936;31.855328;139.374017752064;37.7958399999999;"Tropicalthornscrubandscrubwoodland";"Deserts & Xeric Shrublands";253.8615287;0.395543175;2;0.140683492331844;2.81502145922747;2.99621253176789;1.89692250779994;0.0514347277119016;0.327817305092841;4.46114481226248;0.505189741587485;0.774843977316102;2.1626573453472;-4.45737082156586;0.0285748084199935;0.774843977316102;4.38882541754938;1.2653820050222;382.865023082342;0.000446614261370933;0.000211327134404057;59;0.174041297935103;0.00128112089262551;NA;13.3349279111075;4.70051926095882;0.999421809733147;0.949595056879161;0.43008950927489;1.22876632402517;0.362299232305624;0.586529401283301;0.948828633588925;0.224230168977677;0.382299963969531
"10";"104-a";30;104;0.709906931;1;0.7716;2.784452477;23.254883;-101.055406;0.232241250259268;110889;0;0;NA;6;0.865603941853931;-0.500729283991795;23.254883;2200;6.7;-0.405945111;"high cover - high MF";-0.0276500323395581;3.94824764942542;0.432350048135078;0.905631825912863;1.63747256457145;1.74778403187817;-28.1679389340586;16.7123121961838;-0.0157202040476427;4.19101931961031;-0.179070021193799;3.29415835573351;0.188835938619711;0.896861190188066;-0.757982386681423;4.31808954580143;0.410494092343594;1.81681531637618;-0.488101431971806;3.84998211645983;0.557468306357505;4.0230500593616;5.07663327590308;7.73728500795693;-6.05884729080938;-11.132033282304;3.02452686337434;4.7077179744855;3.38689260381643;1.57949488026825;-4.15807413717408;-0.548015684224282;-1.55856867517126;1.09152021371771;4.54938698244177;16.1279617001391;-9.56034133333323;-14.7527702392319;104;15.9275303802073;17.0212574259128;66.5715036044434;285.770952255853;28.4390964503922;2.87079060102844;25.568306075675;18.3540088526601;13.1332727342366;18.9192347566518;12.0685214832848;383.168320641152;58.788495358848;8.48788864115211;63.0565793587322;166.300310717696;34.4878886411521;159.365486076544;39.4878886411521;"Tropicalthornscrubandscrubwoodland";"Deserts & Xeric Shrublands";65.1083346;0.442048518;1;0.232241250259268;3.83823243893915;2.80499053406919;1.26426111132543;0.161353492418048;0.891887979853209;8.18501821439981;0.456047201880851;1.15727258933057;2.76743351473719;-2.55804738619466;1.49011611938477e-08;1.15727258933057;7.80702876763184;1.10480237846091;307.072074802047;0.00494130319700571;0.000514027541054568;1;0.0208333333333333;0.0135153835090153;NA;51.3074781686293;20.5205205205205;0.990449808363412;0.906524086509034;0.739861710483684;1.32444498482307;0.12276506467464;0.781684633546108;0.904449698220749;0.658919568871468;0.842948090052996
