"Site_ID";"MAP_Interglacial";"MAT_Interglacial";"Isothermality_Interglacial"
"97";"139-a";450.978515625;149.711990356445;30.0670700073242
"98";"139-b";450.978515625;149.711990356445;30.0670700073242
"99";"139-c";450.978515625;149.711990356445;30.0670700073242
"100";"140-a";450.978515625;149.711990356445;30.0670700073242
"101";"140-b";450.978515625;149.711990356445;30.0670700073242
"102";"140-c";450.978515625;149.711990356445;30.0670700073242
"103";"143-a";501.459350585938;130.178863525391;27.1216716766357
"104";"143-b";501.459350585938;130.178863525391;27.1216716766357
"105";"143-c";501.459350585938;130.178863525391;27.1216716766357
"106";"146-a";516.613647460938;131.231658935547;26.9744338989258
"107";"146-b";516.613647460938;131.231658935547;26.9744338989258
"108";"146-c";516.613647460938;131.231658935547;26.9744338989258
"109";"147-a";516.613647460938;131.231658935547;26.9744338989258
"110";"147-b";516.613647460938;131.231658935547;26.9744338989258
"111";"147-c";516.613647460938;131.231658935547;26.9744338989258
"112";"148-a";507.609283447266;134.468444824219;27
"113";"148-b";507.609283447266;134.468444824219;27
"114";"148-c";507.609283447266;134.468444824219;27
"115";"149-a";507.609283447266;134.468444824219;27
"116";"149-b";507.609283447266;134.468444824219;27
"117";"149-c";507.609283447266;134.468444824219;27
"118";"150-a";507.609283447266;134.468444824219;27
"119";"150-b";507.609283447266;134.468444824219;27
"120";"150-c";507.609283447266;134.468444824219;27
"121";"151-a";464.957305908203;142.785583496094;29.0703639984131
"122";"151-b";464.957305908203;142.785583496094;29.0703639984131
"123";"151-c";464.957305908203;142.785583496094;29.0703639984131
"124";"152-a";464.957305908203;142.785583496094;29.0703639984131
"125";"152-b";464.957305908203;142.785583496094;29.0703639984131
"126";"152-c";464.957305908203;142.785583496094;29.0703639984131
"127";"153-a";515.1591796875;132.734008789062;26.4511470794678
"128";"153-b";515.1591796875;132.734008789062;26.4511470794678
"129";"153-c";515.1591796875;132.734008789062;26.4511470794678
"130";"154-a";515.1591796875;132.734008789062;26.4511470794678
"131";"154-b";515.1591796875;132.734008789062;26.4511470794678
"132";"154-c";515.1591796875;132.734008789062;26.4511470794678
"133";"155-a";512.724975585938;129.223052978516;27.1232757568359
"134";"155-b";512.724975585938;129.223052978516;27.1232757568359
"135";"155-c";512.724975585938;129.223052978516;27.1232757568359
"136";"156-a";510.920196533203;129.18408203125;29
